hostname,country,sector,source
www.tsinghua.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ruc.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.bnu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.buaa.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.bit.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ustb.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.buct.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.bjut.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.cau.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.cufe.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.uibe.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.cuc.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.bupt.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.bfsu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.fudan.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.sjtu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.tongji.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ecnu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ecust.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.nankai.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.tju.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.zju.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.nju.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.seu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.suda.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.nuaa.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.njust.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ustc.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.hfut.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.xmu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.fzu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.sdu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.ouc.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.whu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.hust.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.csu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.hnu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.sysu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.scut.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.jnu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.hit.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.jlu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.dlut.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.neu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.scu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.uestc.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.cqu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.xjtu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.nwpu.edu.cn,China,Education,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/A03/202606/t20260618_1441074.html
www.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/
www.pmo.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mof.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mti.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mom.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.moh.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.moe.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mha.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mlaw.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mnd.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.msf.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mccy.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mddi.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mse.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mot.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mfa.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mindef.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.psd.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/ministries
www.mas.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.acra.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.a-star.edu.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.bca.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.caas.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.cpf.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.edb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.ema.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.enterprisesg.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.govtech.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.hdb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.hpb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.hsa.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.imda.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.iras.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.ipos.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.jtc.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.lta.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.mpa.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.muis.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.nac.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.nea.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.nhb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.nlb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.nparks.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.pub.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.sla.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.sport.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.stb.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.ura.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.csa.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/statutory-boards
www.ica.gov.sg,Singapore,Government,https://www.sgdi.gov.sg/
admiraltypri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.admiraltysec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.ahmadibrahimpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.ahmadibrahimsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.aitong.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
alexandrapri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.anchorgreenpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.andersonpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.andersonsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.asrjc.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.angmokiopri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.angmokiosec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.anglicanhigh.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
acjc.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.acsbr.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.acsindep.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.acsj.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.acspri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
angsanapri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.assumptionenglish.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.aps.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bartleysec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
beaconpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.beattysec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bedokgreenpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bedokgreensec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bedoksouthsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bedokviewsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bendemeerpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bendemeersec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.blangahrisepri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.boonlaygardenpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.boonlaysec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bowensec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.broadricksec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukitbatoksec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukitmerahsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bpghs.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukitpanjangpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukittimahpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukitviewpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.bukitviewsec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.canberrapri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
canberrasec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
canossacatholicpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.cantonmentpri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.casuarinapri.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.catholichigh.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
cjc.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
www.cedargirlssec.moe.edu.sg,Singapore,Education,https://data.gov.sg/datasets/d_688b934f82c1059ed0a6993d2a829089/view
